TIPO_PERSONA,EDAD,SEXO,MONTO_PRESTAMO,PLAZO,TASA_INTERES,CASA_PH,SEGURO,TRABAJADOR,DIRECTIVO,PRIMER_PRESTAMO,HIPOTECA_registrada,Cuenta_GARANTIA,RIESGO_INDIVIDUAL
1,68,0,2000,10,12.68,1,0,0,0,1,0,0,1
1,42,1,35000,72,15,1,0,0,0,1,0,0,1
1,64,1,3000,18,18.37,2,0,0,0,1,0,0,1
1,64,1,46500,72,14,1,0,0,0,1,0,0,1
1,75,1,8390,30,16.98,1,0,0,0,1,0,0,1
1,49,0,9200,12,16.98,2,0,0,0,1,0,0,1
1,54,0,48500,72,15,1,0,0,0,1,0,0,1
1,43,0,2000,55,60.31,1,0,0,0,1,0,0,1
1,71,0,4580,18,16.98,1,0,0,0,1,0,0,1
1,44,1,47000,72,15,2,0,0,0,1,0,0,1
1,44,1,53500,72,17,1,0,0,0,1,0,0,1
1,49,0,2000,12,50.96,1,0,0,0,0,0,0,1
1,53,0,4560,48,16.98,1,0,0,0,1,0,0,1
1,53,0,61000,50,15,2,0,0,0,1,0,0,1
1,57,0,2382,12,19.56,1,0,0,0,1,0,0,1
1,65,0,260000,96,14.1,2,0,0,0,1,1,1,1
1,58,0,44000,36,16.7,1,0,0,0,1,0,0,1
1,56,0,47000,72,14.5,1,0,0,0,1,0,0,1
1,67,0,1122,12,12.68,1,0,0,0,1,0,0,1
1,52,0,54000,72,17,2,0,0,0,1,0,0,1
1,45,0,2000,12,12.68,1,0,0,0,1,0,0,1
1,45,1,3773,36,12.68,1,0,0,0,1,0,1,1
1,45,1,4080,36,12.68,1,0,0,0,1,1,1,1
1,55,0,60500,24,23.1,1,0,0,0,1,0,0,1
1,60,0,51000,72,15,2,0,0,0,1,0,0,1
1,69,1,3000,18,16.98,1,0,0,0,1,0,0,1
1,56,1,6578,12,19.56,1,0,0,0,1,0,0,1
1,61,1,36800,48,32.55,2,0,0,0,1,0,0,1
1,61,1,10000,11,47.85,1,0,0,0,1,0,0,1
1,54,0,3000,12,19.56,1,0,0,0,1,0,0,1
1,68,0,16500,72,23.07,1,0,0,0,1,0,0,1
1,63,0,3000,24,18.37,2,0,0,0,1,0,0,1
1,51,0,64000,72,15,1,0,0,0,1,0,0,1
1,62,1,9950,36,16.98,2,0,0,0,1,0,0,1
1,76,1,12000,36,16.98,2,0,0,0,1,0,0,1
1,57,1,3000,18,12.68,1,0,0,0,1,1,1,1
1,54,0,39000,52,15,1,0,0,0,1,0,0,1
1,50,1,29500,66,15,1,0,0,0,1,0,0,1
1,66,0,46500,72,15,1,0,0,0,1,0,0,1
1,66,0,135000,96,13.16,2,0,0,0,1,1,1,1
1,63,1,3000,18,52.96,1,0,0,0,1,0,0,1
1,63,1,160000,84,14.5,2,0,0,0,0,1,1,1
1,61,0,4551,24,12.68,1,0,0,0,1,0,0,1
1,58,0,8000,36,16.98,2,0,0,0,1,0,0,1
1,77,1,3000,12,12.68,1,0,0,0,1,0,0,1
1,62,1,8393,24,19.56,1,0,0,0,1,0,0,1
1,76,1,1000,6,12.68,1,0,0,0,1,0,0,1
1,52,0,4520,8,12.68,1,0,0,0,1,0,0,4
1,57,1,21000,48,25.21,2,0,0,0,1,0,0,1
1,70,1,1500,12,16.98,2,0,0,0,1,0,0,1
1,59,1,3072,18,12.68,1,0,0,0,1,0,0,1
1,59,1,1034,12,12.68,1,0,0,0,1,0,0,2
1,82,1,2000,6,12.68,1,0,0,0,1,0,0,1
1,56,0,30000,60,17,1,0,0,0,1,0,0,1
1,68,1,30000,48,19.56,1,0,0,0,0,1,1,1
1,61,0,17000,60,23.07,1,0,0,0,1,0,0,1
1,54,0,71000,66,15,2,0,0,0,1,0,0,1
1,57,0,6500,36,35.89,1,0,0,0,1,0,0,1
1,42,1,1423,4,12.68,1,0,0,0,1,0,0,2
1,48,0,3100,12,16.98,2,0,0,0,1,0,0,1
1,59,0,270000,72,16.29,2,0,0,0,1,1,1,2
1,65,0,75030.07,72,17.52,1,0,0,0,1,1,1,2
1,64,1,247,3,12.68,1,0,0,0,1,0,0,4
1,58,1,7500,50,36.28,2,0,0,0,1,0,0,1
1,58,1,42000,60,22.63,2,0,0,0,1,0,0,1
1,64,0,740,7,12.68,1,0,0,0,1,0,0,1
1,72,1,6000,24,16.98,1,0,0,0,1,0,0,1
1,65,1,2000,79,39.29,2,0,0,0,1,0,0,1
1,72,0,24700,60,17,1,0,0,0,1,0,0,1
1,53,1,43500,72,17,1,0,0,0,1,0,0,1
1,64,0,3000,1,12.68,1,0,0,0,1,0,0,1
1,49,1,3728,12,12.68,1,0,0,0,1,0,0,1
1,70,0,23000,72,17,1,0,0,0,1,0,0,1
1,43,1,5000,15,35.89,1,0,0,0,1,0,0,1
1,43,1,34000,98,15,2,0,0,0,1,0,0,1
1,74,1,55000,1,19.56,1,0,0,0,1,1,1,1
1,64,0,40000,72,15,1,0,0,0,1,0,0,1
1,57,0,4380,18,16.98,2,0,0,0,1,0,0,1
1,75,0,3909,12,12.68,1,0,0,0,1,0,0,1
1,55,0,5000,12,50.96,1,0,0,0,1,0,0,1
1,56,0,3175,12,12.68,1,0,0,0,1,0,0,1
1,62,0,1500,6,19.56,1,0,0,0,1,0,1,1
1,62,0,2500,12,19.56,1,0,0,0,1,1,1,1
1,62,0,6990,24,19.56,1,0,0,0,1,1,1,1
1,62,0,65000,72,22.36,1,0,0,0,1,0,0,1
1,39,0,550,5,12.68,1,0,0,0,1,0,0,1
1,39,0,470,5,12.68,1,0,0,0,1,0,0,1
1,69,0,82650,36,19.56,1,0,0,0,1,1,1,1
1,69,0,7000,12,12.68,1,0,0,0,1,0,0,1
1,69,0,4900,24,19.56,1,0,0,0,1,0,1,1
1,54,0,3985,24,12.68,1,0,0,0,1,0,0,1
1,62,0,1030,9,12.68,1,0,0,0,1,0,0,1
1,56,0,20100,18,36.28,2,0,0,0,1,0,0,1
1,71,0,800,10,12.68,1,0,0,0,1,0,0,1
1,50,0,7000,18,32.33,2,0,0,0,1,0,0,1
1,44,1,50000,24,16.7,2,0,0,0,1,0,0,1
1,48,0,120000,92,14,2,0,0,0,1,1,1,1
1,48,0,21000,48,28.77,2,0,0,0,1,1,1,2
1,48,0,1137,9,12.68,1,0,0,0,1,0,0,1
1,62,1,108000,72,21.37,1,0,0,0,1,1,1,1
1,55,1,10500,60,41.96,2,0,0,0,1,0,0,1
1,55,1,50000,18,23.94,1,0,0,0,1,0,0,1
1,43,1,100000,84,14,2,0,0,0,1,0,0,1
1,43,1,100000,140,12,2,0,0,0,1,1,1,1
1,43,1,150000,84,14,1,0,0,0,1,1,1,1
1,62,0,3633,12,12.68,1,0,0,0,1,0,0,1
1,65,1,3801,12,12.68,1,0,0,0,1,0,0,1
1,59,0,8600,24,16.98,2,0,0,0,1,0,0,1
1,59,0,6270,18,16.98,1,0,0,0,1,0,0,1
1,46,1,1500,12,39.45,2,0,0,0,1,0,0,1
1,50,0,3860,12,16.98,1,0,0,0,1,0,0,1
1,54,1,2358,13,12.68,1,0,0,0,1,0,0,4
1,62,0,3200,36,16.98,2,0,0,0,1,0,0,1
1,56,1,53200,210,12,1,0,0,0,1,1,1,1
1,46,1,6047,36,12.68,1,0,0,0,1,0,0,1
1,47,0,52000,72,15,1,0,0,0,1,0,0,1
1,62,1,800,6,12.68,1,0,0,0,1,0,0,1
1,50,0,1000,12,12.68,1,0,0,0,1,0,0,1
1,55,0,1000,4,12.68,1,0,0,0,1,0,0,1
1,55,0,1800,6,12.68,1,0,0,0,1,0,0,1
1,58,1,6000,24,27.68,2,0,0,0,1,0,0,1
1,37,0,553,5,12.68,1,0,0,0,1,0,0,1
1,37,0,639,6,12.68,1,0,0,0,1,0,0,1
1,36,0,1800,6,19.56,1,0,0,0,1,0,0,4
1,36,0,985,10,19.56,1,0,0,0,1,0,0,4
1,44,0,9400,48,25.76,1,0,0,0,1,0,0,1
1,39,0,30000,30,27.01,2,0,0,0,1,0,0,1
1,57,1,1284,13,12.68,1,0,0,0,1,0,0,1
1,58,0,1850,12,39.45,1,0,0,0,1,0,0,1
1,58,0,7990,36,16.98,2,0,0,0,1,0,0,1
1,47,1,30000,36,32.55,2,0,0,0,1,0,0,1
1,85,0,20000,20,19.56,1,0,0,0,1,0,1,1
1,74,1,8000,24,19.56,1,0,0,0,1,1,1,1
1,49,1,205,4,12.68,1,0,0,0,1,1,1,4
1,72,1,60000,48,28.83,1,0,0,0,1,1,1,1
1,77,1,3636,24,12.68,1,0,0,0,1,1,1,1
1,52,1,84000,49,18.37,1,0,0,0,1,0,0,1
1,52,1,25000,26,22.63,2,0,0,0,1,1,1,1
1,54,1,50000,72,15,1,0,0,0,1,0,0,1
1,55,0,1162,6,12.68,1,0,0,0,1,1,1,4
1,58,1,28700,72,19.95,1,0,0,0,1,0,0,1
1,69,0,43000,104,19.95,2,0,0,0,1,0,0,1
1,53,1,3000,24,12.68,1,0,0,0,1,0,1,1
1,69,0,3365,16,12.68,1,0,0,0,1,0,0,1
1,67,0,7050,18,16.98,1,0,0,0,1,0,0,1
1,70,0,2530,10,12.68,1,0,0,0,1,1,1,2
1,58,0,300,4,12.68,1,0,0,0,1,0,0,1
1,58,0,380,5,12.68,1,0,0,0,1,0,0,1
1,41,0,30000,48,28.77,2,0,0,0,1,0,0,1
1,58,0,30000,72,15,2,0,0,0,1,0,0,1
1,74,1,20500,66,15,1,0,0,0,1,0,0,1
1,53,0,53000,72,15,1,0,0,0,1,0,0,1
1,58,0,17700,36,27.03,2,0,0,0,1,1,1,1
1,58,0,250000,72,16.7,2,0,0,0,1,1,1,1
1,63,1,15000,36,24.41,1,0,0,0,1,0,0,1
1,59,1,6000,48,27.68,1,0,0,0,1,0,0,1
1,69,0,3437,12,12.68,1,0,0,0,1,0,0,4
1,70,0,50000,60,16.7,1,0,0,0,1,1,1,1
1,39,0,3760,12,16.98,1,0,0,0,1,0,0,1
1,61,0,60000,60,20.5,2,0,0,0,1,0,0,1
1,80,0,3110,24,16.98,2,0,0,0,1,0,0,1
1,80,0,3300,30,16.98,1,0,0,0,1,0,0,1
1,49,0,3600,8,12.68,1,0,0,0,1,0,0,1
1,49,0,2000,4,12.68,1,0,0,0,1,0,0,1
1,49,0,1500,12,19.56,1,0,0,0,1,1,1,1
1,57,1,2000,18,39.45,1,0,0,0,1,0,0,1
1,77,0,1000,10,12.68,1,0,0,0,1,0,0,1
1,47,1,1104,15,12.68,1,0,0,0,1,0,0,1
1,36,1,2000,12,16.98,1,0,0,0,1,0,0,1
1,66,1,2078,12,12.68,1,0,0,0,1,0,0,1
1,68,0,3069,10,12.68,1,0,0,0,1,0,0,1
1,55,0,120000,60,19.29,1,0,0,0,0,1,1,1
1,63,1,30500,30,15,1,0,0,0,1,0,0,1
1,63,1,2000,12,35.89,2,0,0,0,1,0,0,1
1,72,0,9950,18,16.98,2,0,0,0,1,0,0,1
1,53,1,80000,60,21.65,2,0,0,0,1,1,1,1
1,53,1,5000,12,16.98,2,0,0,0,1,0,0,1
1,67,1,16500,72,23.07,1,0,0,0,1,0,0,1
1,52,0,54500,72,15,2,0,0,0,1,0,0,1
1,71,0,2300,12,12.68,1,0,0,0,1,0,0,1
1,39,1,20100,36,32.55,1,0,0,0,0,0,0,1
1,59,1,42500,72,15,1,0,0,0,1,0,0,1
1,62,1,750,6,12.68,1,0,0,0,1,0,0,1
1,63,0,2255,10,12.68,1,0,0,0,1,0,0,1
1,73,0,60000,36,23.94,1,0,0,0,1,0,0,1
1,62,1,1500,12,12.68,1,0,0,0,1,0,0,1
1,43,0,52000,72,15,1,0,0,0,1,0,0,1
1,53,1,2000,24,30.71,1,0,0,0,1,0,0,1
1,67,1,15000,36,24.41,1,0,0,0,1,0,0,1
1,63,1,900,12,12.68,1,0,0,0,1,0,0,1
1,56,0,2595,18,12.68,1,0,0,0,1,1,1,1
1,34,0,2245,6,12.68,1,0,0,0,1,0,0,1
1,61,1,1500,12,12.68,1,0,0,0,1,0,0,1
1,67,0,10000,30,39.46,1,0,0,0,1,0,0,1
1,42,1,247,3,12.68,1,0,0,0,1,0,0,1
1,57,0,3500,12,12.68,1,0,0,0,1,0,0,1
1,50,0,57000,72,15,1,0,0,0,1,0,0,1
1,50,0,52000,72,15,1,0,0,0,1,0,0,1
1,55,0,9000,36,16.98,2,0,0,0,1,0,0,1
1,76,0,3490,17,12.68,1,0,0,0,1,1,1,1
1,72,1,3539,24,12.68,1,0,0,0,1,0,0,1
1,72,0,2000,12,12.68,1,0,0,0,1,1,1,1
1,57,1,7800,12,16.98,2,0,0,0,1,0,0,1
1,37,1,42000,72,16.7,1,0,0,0,1,0,0,1
1,37,1,506,2,12.68,1,0,0,0,1,0,0,1
1,61,0,8000,8,44.85,2,0,0,0,1,0,0,1
1,51,0,597,6,12.68,1,0,0,0,1,0,0,1
1,64,0,4500,6,45.35,1,0,0,0,1,0,0,1
1,63,0,623,6,12.68,1,0,0,0,1,0,0,1
1,64,1,6090,48,16.98,2,0,0,0,1,0,0,1
1,61,0,1740,15,12.68,1,0,0,0,1,0,0,1
1,46,0,2472,10,12.68,1,0,0,0,1,0,0,1
1,46,0,9900,24,19.56,1,0,0,0,1,0,0,4
1,55,1,39000,70,17,1,0,0,0,1,0,0,1
1,47,0,54500,72,15,2,0,0,0,1,0,0,1
1,55,0,36000,72,14.5,1,0,0,0,1,0,0,1
1,53,1,25000,60,24.08,2,0,0,0,0,0,0,1
1,48,1,6184,36,12.68,1,0,0,0,1,1,1,1
1,48,1,5760,36,12.68,1,0,0,0,1,0,1,1
1,53,0,56500,72,15,1,0,0,0,1,0,0,1
1,48,1,580,12,12.68,1,0,0,0,1,0,0,1
1,55,1,15000,18,36.28,1,0,0,0,1,0,0,1
1,57,0,15000,36,32.33,2,0,0,0,1,0,0,1
1,57,0,42000,72,17,1,0,0,0,1,0,0,1
1,81,0,3100,16,12.68,1,0,0,0,1,0,0,1
1,68,0,1500,12,12.68,1,0,0,0,1,0,0,1
1,43,0,2100,12,12.68,1,0,0,0,1,0,0,4
1,62,1,26510.64,66,19.95,2,0,0,0,1,0,0,1
1,37,0,3946,12,19.56,1,0,0,0,1,0,0,1
1,47,0,2800,20,12.68,1,0,0,0,1,0,0,1
1,47,1,2757,24,19.56,1,0,0,0,1,0,0,1
1,36,0,1692,15,12.68,1,0,0,0,1,0,1,1
1,51,1,51000,72,15,1,0,0,0,1,0,0,1
1,64,0,51500,48,28.83,1,0,0,0,1,0,0,4
1,52,0,907,3,12.68,1,0,0,0,1,0,0,1
1,53,0,1353,12,12.68,1,0,0,0,1,0,0,4
1,62,0,1519,10,12.68,1,0,0,0,1,1,1,1
1,42,0,1800,10,19.56,1,0,0,0,1,0,0,1
1,42,0,7263,21,19.56,1,0,0,0,1,0,1,1
1,42,0,6521.46,10,19.56,1,0,0,0,1,0,1,1
1,61,0,9260,12,16.98,1,0,0,0,1,0,0,1
1,61,0,9126,12,16.98,1,0,0,0,1,0,0,1
1,58,0,4000,24,35.89,1,0,0,0,1,0,0,1
1,58,0,30000,73,15,2,0,0,0,1,0,0,1
1,58,0,828,6,12.68,1,0,0,0,1,0,0,1
1,54,0,43000,72,17,2,0,0,0,1,0,0,1
1,53,1,3000,4,12.68,1,0,0,0,1,0,0,1
1,51,0,700,6,12.68,1,0,0,0,1,0,0,1
1,66,0,1985,8,12.68,1,0,0,0,1,0,0,1
1,61,0,2500,8,12.68,1,0,0,0,1,0,0,1
1,57,0,2000,18,16.98,2,0,0,0,1,0,0,1
1,65,1,3850,16,19.56,1,0,0,0,1,0,0,4
1,60,0,5530,24,19.56,1,0,0,0,1,1,1,1
1,60,0,5000,18,19.56,1,0,0,0,1,0,1,1
1,48,0,11000,60,25.76,1,0,0,0,1,0,0,1
1,64,0,12000,30,19.56,1,0,0,0,1,1,1,1
1,64,0,18000,48,19.56,1,0,0,0,1,1,1,1
1,51,0,1200,12,12.68,1,0,0,0,1,1,1,1
1,69,1,58000,72,16.7,2,0,0,0,1,1,1,1
1,69,1,7400,36,16.98,1,0,0,0,1,0,0,1
1,62,0,5261,18,19.56,1,0,0,0,1,0,0,1
1,43,0,31000,72,15,2,0,0,0,1,0,0,1
1,43,0,5130,24,19.56,1,0,0,0,1,0,0,1
1,44,1,72000,60,15,1,0,0,0,1,0,0,1
1,44,1,5500,24,32.33,2,0,0,0,1,0,0,1
1,56,0,17000,30,30.58,2,0,0,0,1,0,0,1
1,36,0,1367,10,12.68,1,0,0,0,1,0,0,4
1,63,0,1645,5,12.68,1,0,0,0,1,0,0,1
1,57,0,1320,16,12.68,1,0,0,0,1,0,0,1
1,69,0,3229,12,12.68,1,0,0,0,1,0,0,1
1,53,0,22500,72,17,1,0,0,0,1,0,0,1
1,53,0,23500,72,17,1,0,0,0,1,0,0,1
1,55,0,2306,12,12.68,1,0,0,0,1,0,0,1
1,52,0,47000,72,15,1,0,0,0,1,0,0,1
1,52,0,49000,72,15,2,0,0,0,1,0,0,1
1,69,1,38000,48,17,1,0,0,0,1,0,0,1
1,45,1,50000,30,23.94,2,0,0,0,1,0,0,1
1,45,0,2000,12,12.68,1,0,0,0,1,0,0,1
1,58,0,100000,96,13.16,2,0,0,0,0,1,1,1
1,61,1,193,4,12.68,1,0,0,0,1,0,0,1
1,61,1,251,5,12.68,1,0,0,0,1,0,0,1
1,51,1,2000,12,50.96,1,0,0,0,0,0,0,1
1,61,0,33000,72,16,1,0,0,0,1,0,0,4
1,57,1,80000,73,39.29,2,0,0,0,1,0,0,4
1,58,0,26500,34,15,1,0,0,0,1,0,0,1
1,71,0,1000,10,12.68,1,0,0,0,1,0,0,1
1,72,1,5000,24,16.98,2,0,0,0,1,0,0,1
1,70,0,40000,60,19.56,1,0,0,0,1,1,1,1
1,64,1,380,6,12.68,1,0,0,0,1,0,0,1
1,67,1,3500,10,19.56,1,0,0,0,1,0,0,1
1,60,0,5440,18,16.98,2,0,0,0,1,0,0,1
1,72,1,5000,18,27.68,1,0,0,0,1,0,0,1
1,51,0,44000,72,15,1,0,0,0,1,0,0,1
1,65,0,3000,12,16.98,2,0,0,0,1,0,0,1
1,52,0,46000,72,15,1,0,0,0,1,0,0,1
1,57,0,5685,18,19.56,1,0,0,0,1,1,1,1
1,57,0,8000,18,19.56,1,0,0,0,1,0,1,4
1,55,1,22558.66,99,16.5,2,0,0,0,1,0,0,1
1,74,1,3000,12,12.68,1,0,0,0,1,0,0,1
1,53,1,28500,67,17,1,0,0,0,1,0,0,1
1,55,1,3016,12,12.68,1,0,0,0,1,0,0,1
1,36,0,8500,24,32.33,2,0,0,0,1,0,0,3
1,59,0,1500,10,19.56,1,0,0,0,1,1,1,1
1,59,0,1400,8,19.56,1,0,0,0,1,0,1,1
1,51,0,5550,18,16.98,2,0,0,0,1,0,0,1
1,53,1,7370,12,16.98,1,0,0,0,1,0,0,1
1,55,0,2500,6,12.68,1,0,0,0,1,0,0,1
1,42,0,51000,72,15,1,0,0,0,1,0,0,1
1,62,0,3925,15,12.68,1,0,0,0,1,0,0,1
1,61,0,50000,72,15,2,0,0,0,1,0,0,1
1,52,1,34000,72,15,1,0,0,0,1,0,0,1
1,60,0,1230,12,16.98,1,0,0,0,1,0,0,1
1,51,0,900,12,12.68,1,0,0,0,0,1,1,1
1,60,1,1005,10,12.68,1,0,0,0,1,0,0,1
1,56,0,4367,18,12.68,1,0,0,0,1,1,1,1
1,65,0,1085,10,12.68,1,0,0,0,1,0,0,1
1,37,1,2000,6,16.98,1,0,0,0,1,0,0,1
1,55,0,5000,18,16.98,2,0,0,0,1,0,0,1
1,50,0,32000,72,14.2,2,0,0,0,1,0,0,1
1,70,0,8391,24,16.98,1,0,0,0,1,0,0,1
1,57,0,9761,36,19.56,1,0,0,0,1,0,0,1
1,43,1,7500,20,16.98,2,0,0,0,1,0,0,1
1,60,1,43000,72,17,1,0,0,0,1,0,0,1
1,42,0,35000,48,17,1,0,0,0,1,0,0,1
1,48,0,2901,10,12.68,1,0,0,0,1,0,0,4
1,55,1,1000,2,16.98,1,0,0,0,1,0,0,1
1,54,0,675,7,12.68,1,0,0,0,1,0,1,1
1,62,1,7509,25,19.56,1,0,0,0,1,1,1,1
1,58,0,50000,48,25.44,1,0,0,0,1,0,0,1
1,52,1,57500,72,15,1,0,0,0,1,0,0,1
1,48,0,2336,18,12.68,1,0,0,0,1,0,0,4
1,63,0,3155,10,12.68,1,0,0,0,1,0,0,1
1,46,0,10050,9,30.58,1,0,0,0,1,0,0,1
1,61,0,6100,20,46.85,1,0,0,0,1,0,0,1
1,42,1,20100,24,30.55,2,0,0,0,1,0,0,1
1,73,0,6000,36,16.98,2,0,0,0,1,0,0,1
1,61,0,47000,72,15,1,0,0,0,0,0,0,1
1,70,0,45500,40,15,1,0,0,0,1,0,0,1
1,52,0,336,3,12.68,1,0,0,0,1,0,0,1
1,63,1,40100,24,26.83,1,0,0,0,1,0,0,1
1,59,1,45000,60,26.83,1,0,0,0,0,0,0,1
1,64,0,2000,10,12.68,1,0,0,0,1,0,1,1
1,64,0,2600,10,12.68,1,0,0,0,1,1,1,1
1,73,1,3000,11,12.68,1,0,0,0,1,0,0,1
1,65,0,1000,6,12.68,1,0,0,0,1,0,0,1
1,62,0,25000,60,19.56,1,0,0,0,1,0,0,1
1,60,0,7000,24,19.56,1,0,0,0,1,1,1,1
1,60,0,3231,12,12.68,1,0,0,0,1,0,0,1
1,53,0,3000,12,12.68,1,0,0,0,1,0,0,1
1,67,0,21000,36,32.55,1,0,0,0,1,0,0,1
1,54,0,4000,12,41.96,1,0,0,0,1,1,1,1
1,54,0,65000,72,18.34,1,0,0,0,1,1,1,1
1,58,1,48500,72,15,2,0,0,0,1,0,0,1
1,58,1,44500,72,15,1,0,0,0,1,0,0,1
1,64,0,6000,9,38.46,2,0,0,0,1,0,0,1
1,78,0,2946,18,12.68,1,0,0,0,1,0,1,1
1,78,0,3229,18,12.68,1,0,0,0,1,1,1,1
1,58,1,29000,72,15,1,0,0,0,1,0,0,1
1,63,0,600,12,12.68,1,0,0,0,1,0,0,1
1,63,0,700,12,12.68,1,0,0,0,1,0,0,1
1,55,0,38800,72,16,1,0,0,0,1,0,0,1
1,60,0,3500,15,52.96,1,0,0,0,1,0,0,1
1,46,1,2500,24,16.98,1,0,0,0,1,0,0,1
1,46,1,2400,24,16.98,1,0,0,0,1,0,0,1
1,38,0,10050,11,25.76,1,0,0,0,1,0,0,1
1,47,0,2112,8,12.68,1,0,0,0,1,0,0,1
1,47,0,472,6,12.68,1,0,0,0,1,0,0,1
1,44,0,1062,11,12.68,1,0,0,0,1,0,0,1
1,37,0,35000,36,28.77,2,0,0,0,1,0,0,1
1,70,1,936,10,12.68,1,0,0,0,1,0,0,1
1,70,0,4700,18,16.98,2,0,0,0,1,0,0,1
1,39,0,18868,48,19.56,1,0,0,0,1,0,0,4
1,67,0,2082,18,12.68,1,0,0,0,1,0,1,1
1,67,0,2170,18,12.68,1,0,0,0,1,1,1,1
1,75,0,20050,72,18,1,0,0,0,1,0,0,1
1,53,0,44000,72,17,1,0,0,0,1,0,0,1
1,57,0,20100,23,17,1,0,0,0,1,0,0,1
1,62,1,45500,72,15,1,0,0,0,0,0,0,1
1,60,0,3870,24,16.98,2,0,0,0,1,0,0,1
1,52,0,5000,12,35.89,1,0,0,0,1,0,0,1
1,25,0,153000,181,12,2,0,0,0,1,1,1,1
1,50,1,600,8,12.68,1,0,0,0,1,0,0,1
1,47,0,5100,24,19.56,1,0,0,0,1,1,1,1
1,50,1,44000,72,17,1,0,0,0,1,0,0,1
1,40,1,30000,60,17,1,0,0,0,1,0,0,4
1,61,0,34500,48,20.34,1,0,0,0,1,0,0,1
1,53,0,5000,23,41.96,2,0,0,0,1,0,0,1
1,41,0,9000,11,25.76,1,0,0,0,1,0,0,1
1,47,1,3974,12,19.56,1,0,0,0,1,1,1,1
1,47,1,4000,6,19.56,1,0,0,0,1,0,1,1
1,54,0,20000,72,15,2,0,0,0,1,1,1,1
1,51,0,27000,72,19.42,2,0,0,0,1,0,0,1
1,70,0,1000,12,12.68,1,0,0,0,1,0,0,1
1,51,0,120000,96,14.5,2,0,0,0,1,1,1,1
1,41,1,800,6,12.68,1,0,0,0,1,0,0,1
1,50,0,30000,24,30.55,2,0,0,0,1,0,0,4
1,48,0,4379.9,24,19.56,1,0,0,0,1,0,0,4
1,60,1,3618,12,19.56,1,0,0,0,1,0,0,1
1,68,1,2990,24,12.68,1,0,0,0,1,0,0,1
1,65,0,1385,12,12.68,1,0,0,0,1,0,0,1
1,61,0,5870,18,16.98,2,0,0,0,1,0,0,1
1,67,0,4970,24,16.98,2,0,0,0,1,0,0,1
1,34,0,5000,24,35.89,2,0,0,0,1,0,0,4
1,81,0,1838,20,12.68,1,0,0,0,1,0,0,1
1,51,0,532,7,12.68,1,0,0,0,1,0,0,1
1,59,0,165000,84,15,2,0,0,0,1,0,1,1
1,52,1,1500,5,12.68,1,0,0,0,1,0,0,1
1,64,1,24500,74,19.95,2,0,0,0,1,0,0,3
1,71,1,5000,24,27.68,2,0,0,0,1,0,0,1
1,60,0,5000,24,39.45,2,0,0,0,1,0,0,1
1,55,0,5000,6,50.96,2,0,0,0,1,0,0,1
1,47,0,3000,12,18.37,1,0,0,0,1,0,0,1
1,47,0,120000,24,19.37,1,0,0,0,1,0,0,1
1,47,0,25000,13,27.03,1,0,0,0,1,0,0,1
1,61,0,25000,36,32.55,1,0,0,0,1,0,0,1
1,26,1,1906,10,12.68,1,0,0,0,1,0,0,4
1,53,0,50000,48,21.65,2,0,0,0,1,0,0,1
1,51,1,4200,18,35.89,2,0,0,0,1,0,0,4
1,51,1,2500,15,39.45,1,0,0,0,0,0,0,2
1,54,1,3000,18,52.96,1,0,0,0,1,0,0,1
1,40,0,5000,12,50.96,1,0,0,0,0,0,0,1
1,47,0,6000,12,16.98,1,0,0,0,1,0,0,1
1,47,1,2435,24,12.68,1,0,0,0,1,0,0,2
1,74,1,5100,24,16.98,2,0,0,0,1,0,0,1
1,45,0,680,6,12.68,1,0,0,0,1,0,0,1
1,45,0,724,5,12.68,1,0,0,0,1,0,0,1
1,46,1,65000,60,25.1,1,0,0,0,1,0,0,1
1,59,0,33000,72,17,1,0,0,0,1,0,0,1
1,43,0,2955,12,12.68,1,0,0,0,1,0,0,1
1,67,1,5000,36,16.98,1,0,0,0,1,0,0,1
1,68,0,2000,10,12.68,1,0,0,0,1,0,0,1
1,53,0,15000,36,28.83,1,0,0,0,1,0,0,1
1,70,1,30000,72,15,1,0,0,0,1,0,0,1
1,54,0,38500,72,17,1,0,0,0,1,0,0,1
1,51,0,50000,24,23.94,1,0,0,0,1,0,0,1
1,56,1,572,8,12.68,1,0,0,0,1,0,0,1
1,48,1,700,6,12.68,1,0,0,0,1,0,0,1
1,39,1,40000,48,28.83,1,0,0,0,1,0,0,1
1,57,0,170000,60,15,2,0,0,0,1,1,1,1
1,57,0,15000,36,30.58,2,0,0,0,1,1,1,1
1,65,0,1260,12,12.68,1,0,0,0,1,0,0,1
1,44,1,32700,48,28.51,1,0,0,0,1,0,0,1
1,27,1,3065,6,12.68,1,0,0,0,1,1,1,1
1,56,1,9000,24,28.77,2,0,0,0,1,0,0,1
1,47,0,20500,36,20.34,1,0,0,0,0,0,0,1
1,65,0,3157,24,12.68,1,0,0,0,1,0,1,1
1,38,0,50000,60,17,2,0,0,0,1,0,0,1
1,54,0,2500,12,12.68,1,0,0,0,1,0,1,1
1,54,0,2500,12,12.68,1,0,0,0,1,0,1,1
1,45,1,3200,24,35.89,2,0,0,0,0,0,0,1
1,50,1,2000,12,12.68,1,0,0,0,1,0,0,1
1,61,1,1664,1,12.68,1,0,0,0,1,0,0,1
1,61,1,1678,2,12.68,1,0,0,0,1,0,0,1
